text,label_A,label_B,label_C,type,label
need decent pu tonight up com cup not mind role direct message between please need people quickly,NOT,,,Not Offensive,0
join baseball club,NOT,,,Not Offensive,0
user user user said could not get link work find,NOT,,,Not Offensive,0
trying decide order lily white rose thinkingface,NOT,,,Not Offensive,0
good thumbsuplaurent koscielny leaving u join gigue side bordeaux,NOT,,,Not Offensive,0
user new one oo,NOT,,,Not Offensive,0
user gamble love love way want loved not love like not,NOT,,,Not Offensive,0
person say something really sweet read month,NOT,,,Not Offensive,0
alderweireld juventus free transfer next year heard first,NOT,,,Not Offensive,0
user better proudest person dating jihad would,NOT,,,Not Offensive,0
user ooh junior finally partypopper alright need find torrent wearyface,NOT,,,Not Offensive,0
user user user user good enough personshrugging,NOT,,,Not Offensive,0
user thinking need read young deeply bubble even begin understand,NOT,,,Not Offensive,0
user user user user user many good night inn go mate beermugbeermug,NOT,,,Not Offensive,0
allah want took someone header know,NOT,,,Not Offensive,0
user user user user liberal tear sticker one coffee mug love,NOT,,,Not Offensive,0
user surely nobody would think think everyone stay fit top ten squad least key,NOT,,,Not Offensive,0
price two reached value new alert range,NOT,,,Not Offensive,0
user miss not forget take care yourselfvictoryhandlightskintonesmilingfacewithsmilingeyesredheartsparkles,NOT,,,Not Offensive,0
whenever see clip lew boxing channel podcast look like,NOT,,,Not Offensive,0
going you next year master speaking existence,NOT,,,Not Offensive,0
user user user user user user cross,NOT,,,Not Offensive,0
user going morning,NOT,,,Not Offensive,0
user user user user find graham promise bic would,NOT,,,Not Offensive,0
hey machine sachuuserconfusion thank following,NOT,,,Not Offensive,0
user user recently visited canada rude mention think brexiteers,NOT,,,Not Offensive,0
user user think journalism last night we think lost buddy,NOT,,,Not Offensive,0
user yes one major beef take past chestnut hill not take dot roslindale he,NOT,,,Not Offensive,0
user user always preferred gone baby gone amy ryan nail accent house smell like hawk,NOT,,,Not Offensive,0
header favorite person world smilingfacewithhearteyes,NOT,,,Not Offensive,0
would incredible business arsenal get continuo tourney upemacano deadline,NOT,,,Not Offensive,0
user user minute rejected wow friend request facebook,NOT,,,Not Offensive,0
user love miss significant muchpleadingfacepleadingfaceloudlycryingfaceloudlycryingfaceredheartredheartredheart,NOT,,,Not Offensive,0
user really good not want episode end,NOT,,,Not Offensive,0
user user got causation wrong go figure,NOT,,,Not Offensive,0
allocated ticket match friday june glasgow group do group say celebrating need pay th bollock flushedface,NOT,,,Not Offensive,0
actually best gift could given lifetime adventure lewis carroll traveltuesday,NOT,,,Not Offensive,0
best way honor keep writing word keep telling story,NOT,,,Not Offensive,0
last concert hong kong day,NOT,,,Not Offensive,0
user trad not limo bring soul junto mtvhottest behind scene user,NOT,,,Not Offensive,0
user user infestation last week today healing work,NOT,,,Not Offensive,0
bos aby hold tenderly tell evveethyings gonna alright,NOT,,,Not Offensive,0
significant much ambition excitement future moment foldedhandslightskintone,NOT,,,Not Offensive,0
ah back work still reminiscing lit weekend,NOT,,,Not Offensive,0
user user currently got year old bouquet direct message,NOT,,,Not Offensive,0
lot really finding love getting married sensational,NOT,,,Not Offensive,0
user like proverbial light cherryblossom boundary kevin invading scampi privacy winkingfacehuggingfaceredheart,NOT,,,Not Offensive,0
user pat back ok best stand believe right,NOT,,,Not Offensive,0
user user no mean gender,NOT,,,Not Offensive,0
want jamaica take environment amp climate change seriously always use force cause change people pensiveface,NOT,,,Not Offensive,0
user user user thank listening hostsanchors charge show today enos,NOT,,,Not Offensive,0
user user sad see leave way tear eye arsenal soon anyway best luck,NOT,,,Not Offensive,0
user user finally thank news,NOT,,,Not Offensive,0
user user pretty sure joking,NOT,,,Not Offensive,0
user user user case nazi need help bag openhanded openhanded,NOT,,,Not Offensive,0
may not everything everybody always something somebody,NOT,,,Not Offensive,0
user user pot thank senate allowing government pay medical dental thank,NOT,,,Not Offensive,0
polite second team drill jet,NOT,,,Not Offensive,0
coworker listening pony rollingonthefloorlaughing,NOT,,,Not Offensive,0
user user dad tear eye worked user france user,NOT,,,Not Offensive,0
love god love confusion not insist right way self seeking,NOT,,,Not Offensive,0
user weather well news keep jayne save watching bic thanks,NOT,,,Not Offensive,0
user user yes mom looking beautiful always redheartblackheart,NOT,,,Not Offensive,0
best movement parliament speaker om birl said smash harbor many small party like,NOT,,,Not Offensive,0
first sentence directly stolen user significant credit due,NOT,,,Not Offensive,0
hour minute match,NOT,,,Not Offensive,0
interpret two way,NOT,,,Not Offensive,0
choosing college course hard coz passion practicality,NOT,,,Not Offensive,0
wrong happy result,NOT,,,Not Offensive,0
really meet counselor platform really need someone counsel career,NOT,,,Not Offensive,0
user user user unemployment low economy good thanks president obama redhead,NOT,,,Not Offensive,0
user yes sir brilliant way go thank,NOT,,,Not Offensive,0
user user facewithtearsofjoyfacewithtearsofjoy see,NOT,,,Not Offensive,0
think want dress make real today,NOT,,,Not Offensive,0
user user imagine tucker going next year laughing loud,NOT,,,Not Offensive,0
waiting love,NOT,,,Not Offensive,0
could know someone went significant much still put lot,NOT,,,Not Offensive,0
pippin fact pippin walk ground,NOT,,,Not Offensive,0
user wine beer,NOT,,,Not Offensive,0
work silence success make noise,NOT,,,Not Offensive,0
user always hiding giving instruction others go ball,NOT,,,Not Offensive,0
addition fantastic user wellderby county previously named twitter user whitecircleblackcircle we,NOT,,,Not Offensive,0
nibbling sponge cake watching sun bake musicalnotes,NOT,,,Not Offensive,0
house stan adaption md's understand detail changed,NOT,,,Not Offensive,0
keumdong behind unfortunately no one got right topic today communicating keumrangdans,NOT,,,Not Offensive,0
user wanted hear foldedhands,NOT,,,Not Offensive,0
good better best never let rest today learned good better better best hundredpointsraisedfistmediumdarkskintone,NOT,,,Not Offensive,0
fall asleep want know great person remember admire care loving always sparklingheartpersongesturingoklightskintonefemalesign,NOT,,,Not Offensive,0
another thing long confident wearing not matter friend,NOT,,,Not Offensive,0
nerkondapaarvai expected open conversion rate to opening day blockbuster card,NOT,,,Not Offensive,0
jump reorganization bill passed look sasha vote favor poetic justice end article,NOT,,,Not Offensive,0
user significant sorry hear frown sad angry pouting,NOT,,,Not Offensive,0
user plenty dot watched next week two happy face smiley,NOT,,,Not Offensive,0
not believe wait another week next run episode,NOT,,,Not Offensive,0
checked officially half way new car track near christmas yam,NOT,,,Not Offensive,0
user ugh taste one first girl fell love deresute not wait sir one day,NOT,,,Not Offensive,0
user feel twitter refuge many time also help interact kind lot,NOT,,,Not Offensive,0
want hold black woman woman aligned people tl close today love toni thank,NOT,,,Not Offensive,0
way pride set never admit miss,NOT,,,Not Offensive,0
sigh man guy say give love first literally everything different smilingfacewithsmilingeyes,NOT,,,Not Offensive,0
user user greenheart still not year hoping come next couple week,NOT,,,Not Offensive,0
short story today chasing bus up personfacepalmingdarkskintonefemalesign,NOT,,,Not Offensive,0
user know anywhere close henley thames might game tomorrow cheer,NOT,,,Not Offensive,0
user user logic might tell u let u leave civil engineer expert,NOT,,,Not Offensive,0
user not say nothing wrong perspective life,NOT,,,Not Offensive,0
user car son favorite show watch remove,NOT,,,Not Offensive,0
user hahahaha without week good extremely happy get long good test drive meraisinghands,NOT,,,Not Offensive,0
user telling arlene still would definitely seen line last ten minute,NOT,,,Not Offensive,0
user overheard grand hope support home feel safe,NOT,,,Not Offensive,0
free kodak one,NOT,,,Not Offensive,0
going save political tweet draft significant get do let know feeling,NOT,,,Not Offensive,0
toni morrison joined ancestor significant sad grateful anyone begin explain impact world,NOT,,,Not Offensive,0
user okay ready catch bouquet whenever ready,NOT,,,Not Offensive,0
first day new job redhead,NOT,,,Not Offensive,0
polecat guy good game segno al,NOT,,,Not Offensive,0
mile sander nice job catching ball today eagle,NOT,,,Not Offensive,0
user still waiting listen yen cordaefacewithtearsofjoy,NOT,,,Not Offensive,0
oof lot way generation think come rhetoric consumed medium formative year,NOT,,,Not Offensive,0
user would love say feel better look not lie,NOT,,,Not Offensive,0
user right give extra minute train,NOT,,,Not Offensive,0
user not engage leave talk thank supportcallmehand,NOT,,,Not Offensive,0
take cross follow mark,NOT,,,Not Offensive,0
user not see footnote study good work bringing attention issue,NOT,,,Not Offensive,0
way bought pa one night not buying anything week persongettingmassagelightskintonefemalesign,NOT,,,Not Offensive,0
user egg know not thursday right them love twohearts,NOT,,,Not Offensive,0
hiring labor job opportunity indianapolis click link big see,NOT,,,Not Offensive,0
user user tell not great peak oil passed alaskan prospect dimmed,NOT,,,Not Offensive,0
saying goodbye get saying goodbye leaving meloudlycryingfaceloudlycryingface not love godloudlycryingfaceloudlycryingface,NOT,,,Not Offensive,0
user cutest sneezingface,NOT,,,Not Offensive,0
user leotard really push,NOT,,,Not Offensive,0
user strong lean tiger phrase not think would see rest season laughing loud,NOT,,,Not Offensive,0
last episode kumkumbhagya showing take picture to screen tweet kumkumbhagyaends not forget tag u,NOT,,,Not Offensive,0
user customer care number working,NOT,,,Not Offensive,0
user watch video tagged listen correct,NOT,,,Not Offensive,0
user user represents decent connected recall correctly,NOT,,,Not Offensive,0
user user user always look forward wise word user thank,NOT,,,Not Offensive,0
already looking forward end day coffee date friend work,NOT,,,Not Offensive,0
user user he significant extra cup two coffee morning game,NOT,,,Not Offensive,0
user user support join together,NOT,,,Not Offensive,0
reagan went court dad today pray everything go well loudlycryingfacecrossedfingersmediumskintone,NOT,,,Not Offensive,0
happy birthday precious boy happyrowoonday user always well instant message significant proud,NOT,,,Not Offensive,0
user thank significant much mean lot,NOT,,,Not Offensive,0
user son toddler always wanted drive car hint not let,NOT,,,Not Offensive,0
user user user obama actually tried something not,NOT,,,Not Offensive,0
bow queen hey boo,NOT,,,Not Offensive,0
user search happy birthday name show list happy birthday tweet,NOT,,,Not Offensive,0
user know name god bless thank service,NOT,,,Not Offensive,0
user became greatest club sport ever,NOT,,,Not Offensive,0
his road,NOT,,,Not Offensive,0
user call occupation annexation,NOT,,,Not Offensive,0
no country state war peace victoryhand,NOT,,,Not Offensive,0
user light alex,NOT,,,Not Offensive,0
never something someone not thing,NOT,,,Not Offensive,0
someone else happiness happiness love,NOT,,,Not Offensive,0
user congratulation not guilty verdict get back normal ex,NOT,,,Not Offensive,0
can late checking happy face smiley,NOT,,,Not Offensive,0
user significant gorgeous smilingfacewithhearteyespurpleheart,NOT,,,Not Offensive,0
user method not work working one store method,NOT,,,Not Offensive,0
user user not know mattered place put tweet,NOT,,,Not Offensive,0
user user vow say usually say want hear,NOT,,,Not Offensive,0
may allah aid brother sister kashmir,NOT,,,Not Offensive,0
