Comment,Type,"1= Sexual; but NOT sexual/gender identity (e.g. ""whore"") 0= N/A","1= Sexual orientation/gender identity (e.g. ""gay"") 0= N/A",1 = Physical Appearance 0= N/A,1= Race/Ethnicity 0= N/A,1= Intellectual 0= N/A,1= Religious 0= N/A,"1 = General Hate (F* Off, Go Die, etc) 0= N/A",1= Insult /Attack 0= N/A,1= Defense of Another 2= Defense of Self 0= N/A,1= Depression 0= N/A,1= Suicide 0= N/A,1= Stress (or anxiety) 0= N/A,1= Discrimination 0= N/A
Way to contradict yourself you fucking hypocrite!! Say your gonna come after he & slit her throat then call her a bully? WTF is wrong with you!! And yes I have a fat ass thanks :) not a whore!! For the record again I was never once picking on your kid....learn to read dumb cunt. Come at me bro! ,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Her* ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Come shut me up cunt!! Your the nut job on everyone's ig running your mouth thinking your big & bad!! Get a life....Eveyone's who reads this can see your obvi the mental one!!! ,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
@spartacusfan7125 Oh yes you are so fucking big & bad threatening people online & making shit up in your tiny brain!! Gtfo dude your a loser.....I'll be waiting for ya....need me to draw directions cuz you'll never ever find me by yourself since ya can't read ,1.0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
I feel sorry for her kids ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Right @sarahtony10307 she's been at this for over a month....but she's a bad ass that's why!! And ok I've been waiting since you started threatening me....nothing just like nothing is gonna happen you can't hop off peoples ig long enough....ou crave the drama and attention! ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
You* ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haha she's on one of his throw back baby pics talking bout how ugly he is then & now.... But we are the bullies! She's a mad hater! ,0.0,                     ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
See you keep tagging me so you obviously fucking crave the attention dumbass your just continually making yourself look stupid!! ,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
See your just proving how idiotic you are!! Nuff fucking said now shut up & stop tagging me you've proved how big & bad ya are!! NOT. Next time ya run your mouth be on my front porch to kick my ass like you keep threatening ,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
She can say what she wants yet neither of us can? Makes perfectly logical fucking sense to me! Not. Your a pathetic whore! ,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Umm negative ya dumbass your the broken record saying I'm hot & sexy,your ugly & fat,I'll say what I want when I want & ain't no one gonna stop me.....yea Bitch til you see someone you ran your mouth to on here or other places I'm sure you start internet drama on & they beat the Fuck out of you!! Then you'll shut up & maybe just maybe learn your lesson!! Doubtful but maybe ",1.0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"@jackiortiz898 did ya notice how she said ""ur gonna get what I deserve"" Haha she may finally be realizing she's the bully! ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Your right well be seeing you in 5 mins to continue talking shit...glad welfare let's you stay home all day to be on IG lol @spartacusfan7125 ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Well maybe ya should read shit before you send it & learn to fucking spell idiot before you call someone else on that shit..... Yea exactly @jackiortiz898 she will be back....she lives for this shit! Haha wish I could sit at home all day on IG! ,1.0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Extremely pathetic & none of her comments make sense ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oh no shaking ahahahaha @spartacusfan7125 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Your real cool copying everything we say & yes my comments make sense I know how to put words together to make a legit sentence not uh blah meh like you. Gtfo everything I have said has made perfect sense your just not intelligent enough to understand or read shit correctly ya dumb cunt! Sorry I don't just go around sticking dicks in my mouth like you! ,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Oh you don't like it huh? Hop off IG & stop tagging me and I wouldn't have a reason to talk back you tmyou dumb cunt..... Caps lock IG warrior right up there ^^^^ ,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Like I care what your crazy ass says?! Psh I've heard better comeback from my 8 yr old nephew ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sweetie keep it coming your the one that looks like the pyscho lol @spartacusfan7125 ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
You said a lot of shit you don't mean lol ayy never trust a used up drug addict @spartacusfan7125 ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
This is fuckin nuts lol ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
These comments are hysterical someone's a little crazy lmfao ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lol someone is obsessing over Ronnie much ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahh shit she finally shut the hell up!! Thank god. She is an obsessive hater! It won't be long she will be back she craves the attention! Probably deleted everything to make her look good or she blocked me & I can't see them..... Either way good riddens ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@jacki898 u r 100% right cuz dat bitch @spartacusfan7125 has nothin 2 da than talk shit and wen we fight back she dont like it and she says shes hot shes ab ugly bitch who cant afford 2 support her child so she sells crack on da street and,on top of dat she fet raped 4 money ",1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Do* ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hot* ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gets* ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@spartacusfan7125 don't you have anything better to do besides always hating on Ronnie all day? Guess not!! It's been like over a week already and you're still obsessed about him. And not to mention u sound like someone that has no life ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
So fuck off and quit being such an annoying bitch ,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@jacki898 lmfaooo true true true couldnt agree wit u more ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
And @jacki898 since u said dat ur gonna show dat no life piece of shit garbage fucks @spartacusfan7125 comments 2 da police all of a sudden she says she loves ronnie lol da last thing she wants is da police after her even more than they already are ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
And @jacki898 since u said dat ur gonna show dat no life piece of shit garbage fucks @spartacusfan7125 comments 2 da police all of a sudden she says she loves ronnie lol da last thing she wants is da police after her even more than they already are ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
And d a funny part is now she says she loves ronnie since u said ur fonna show her comments to da police the last thing sge wants is da police after her even more than they already are ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 different accounts read the name outloud lol ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@jacki898 I kno I reakized cuz I saw another user name wit da same ugly ass pic lol she a fuckin bitch she can talk the talk but cant walk the walk then she says shes gonna beat da shit outta u u dont hav 2 worry cuz she aint gonna do shit ,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Realized* ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Realized* ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@spartacusfan7125 okay fine then. You're just embarrassing yourself and being an total obsessive stalker over Ron. Get a life seriously! And you have a kid! So...shouldn't you be spending more time with her and teaching her how to be a good role model instead of bashing celebrities u hate for no reason? ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Keep it coming crazy I'm more then ready to see you ass haha your words posted online means the minute you try to touch me charges will be made against you and child services will be at your house giving your kid a healthy meal lol @spartacusfan7125 ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@spartacusfan7125 bitch u aint gonna do shit 2 @jacki898 so stfu go home take a shower cuz u really need 1 and go 2 sleep and do us all a fovor and never wake up BITCH ,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
"@staardustt_xox oh good lord this has been going on for about 5 weeks now....same shit over & over!! This Bitch is legit fucked up in the head!! And now your gonna hear the ""don't talk about my kid I'm a perfect mother"" speech! Just a fair warning....always happens! And of course the psycho crazy Bitch is back just like herpes! Once ya think she's gone.....bam she's popping up again!! Over 15 pics mad hating she's has serious fucking issues!! ",1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
At least. @jacki898 & I stopped counting.... She's pathetic AF. Lol ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"And god forbid you say one word ya never hear the end of it!!! Her old name was angelina or something & all I said was ""another mad hate named angelina"" & the shit hasn't stopped... ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@spartacusfan7125 so u STFU and get da fuck outta here cuz no1 likes u u got no friends every1 fells sorry for dat crack baby of urs cuz u r a terrible mother and will a ways be so fuck off BITCH ,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
So u can crawl back to dat little hole where u came from and never come out ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"@jacki898 dont worry she,aint gonna do shit I wanna,see her come 2 jersey and try 2 find me and I will get my people on HER ",1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
Actually I'm speaking the truth about a cracked out deadbeat mom who should be on a 51/50....someone needs to help that poor child from her crack whore mother @spartacusfan7125 ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@jacki898 if there is an earthquake in cali in da next couple of weeks dats wen u kno shes comin cuz her fat ass crack head daughter is gonna b wit her and @spartacusfan7125 if ur not scared den come 2 jersey I dare u I can easily get my family 2 jump ur ugly ass maybe rearrange dat ugly ass face of urs BITCH ,1.0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@jacki898 if there is an earthquake in cali in da next couple of weeks dats wen u kno shes comin cuz her fat ass crack head daughter is gonna b wit her and @spartacusfan7125 if ur not scared den come 2 jersey I dare u I can easily get my family 2 jump ur ugly ass maybe rearrange dat ugly ass face of urs BITCH ,1.0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@jacki898 if there is an earthquake in cali in da next couple of weeks dats wen u kno shes comin cuz shes gonna be wit her fat ass daughter ,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
And @spartacusfan7125 if ur not scared den come 2 jersey ill be waitin 4 ur ugly ass I can easily get my family 2 jump yo ass maybe rearrange dat ugly ass face of urs BITCH ,1.0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@jacki898 sorry if dat comment showed up 3 other times my phone is acting up ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How in the Fuck am I the one with issues when your ALL OVER his shit running your crusty cocksucker constantly unless you stop for a week....it's all quiet & fine then bam your dumb Bitch Ass feels the need to come back & play hardass .....reality check cunt you look like a fucking moron & everyone sees it!! Jokes on you cunt! ,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
@jacki898 I doubt she would take her child cuz lets face it she don't pay her any attention now!! She's always at a friends house or at camp which is the poor little girls escape from psycho mommy!! ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@chevelleb07 its not dat her daughter wouldnt evev fit on da plane set aside da fact dat they wouldnt ever er ,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ther wouldnt ever ler her on da plane cuz all those drugs she tries 2 sneak in ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@spartacusfan7125 perfect I live in bayonne ill be waitin 4 yo u ,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ugly ass and dont bring ur daughter I dont want an earthquake or a solai eclipse over here ,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
She's fucking nuts....she tells 14 yr olds to suck dicks & talks shit on her deceased mother....yet I'm a child bully for feeling sorry for her child....makes perfect sense right? ,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
@chevelleb07 couldnt agree more she is nuts and then she says shes gonna go 2 cali and beat up @jacki898 so I told her to come 2 jersey I told her exactly where I live so I wanna see if shell really come I doupt it ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Shes 2 pussy they wont even let her crackhead ass on da plane ,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
She's been threatening us since this all started!! She's deranged!! She claims she's Italian & her family is gonna come after us all....uh no Bitch don't look Italian & if she was her family would probably disown her for her idiot ways on here. ,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"Pretty sure the only time she ever gets off his IG is when her so called ""boyfriend"" comes around for a week probably when he can get away from his wife. ",1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Shes not gonna do shit even if she does every city has police abd tge police in bayonne nj are strict sL so shell get arrested in the blink of an eye ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
The* ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
And the* ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Haha right she thinks all these threats she's made are irrelevant!! Considering the shit she said I highly doubt her ""bully"" false complaints would hold up lol ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shes juz a plain old bitch with no life and has nothin better 2 do than talk shit im not even gonna say she finally stfu cuz every1 knows shes gonna keep talkin shit cuz she has no life ,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"Exactly she will stop for as long as it takes for her to get that crack,refill her pipe,& enjoy her high then she'll be back talking the same old shit..... ""im hot,im sexy,im beautiful,u ugly,u fat,shut the fuck up"" blah blah blah. ",1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
She is nothin but shit and will always be shit and people will always and 4ever think of her as shit and if she dont like then do something bout it bitch @spartacusfan7125 ,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@spartacusfan7125 alrite bring it BITCH who has nothin 2 do than to b hooked on drugs n talk shit come 4 me bitch ,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
It's never ending she talks the talk but can't walk the walk & it's the same broken record comebacks over & over....she's a fucking loser! ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Yea fucking right.....you've been threatening all of us online then saying we all are bullies!!! Ya better check your shit before ya go falsely accusing shit cunt ,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Haha your a fucking psychopathic nut seriously how in the hell are you gonna sit there & threaten us then call us bullies!! In what world does that make sense dumb cunt! Sparta?! Haha your a pathetic piece of shit. ,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@spartacusfan7125 bitch please when you have enough money 2 support ur fat ass daughter then well talk till then juz keep gettin raped like u usually do and see if ur good enough u fuckin lowlife CUNT ,1.0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@spartacusfan7125 u aint gonna do shit ur daughter is a fuckin crack baby with a crackhead mother if u hav a problem do something bitch ,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
And fyi I wanna see u try 2 kick my ass and I will bash ur head 2 pieces ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@spartacusfan7125 wat goon all the guys u pay 2 rape u is dat who?? ,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
And bitch please u aint gonna get no1 on me u think u can scare me well guess wat it aint workin bitch u aint got nobody 2 come and get me u juz got urself so bring it bitch ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
She's just gonna bug you non stop its funny how she tells you to back off and leave her alone but when @chevelleb07 and I asked she wouldn't listen and kept harassing us the bitch is finally getting a taste of her own medicine :) @thenameisandy ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"@jacki898 she cant even afford a fuckin piece of gum let alone a fuckin plane ticket she aint goin nowhere she thinks she can scare us by sayin shes gonna get her ""goons"" on us please dat bitch couldnt put her hands on us even if she tried she belongs in jail ",1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Yea clearly I'm the psycho!! God your fucking pathetic. Oh those loser & fat comeback just hurt so bad I think I may go to the cops with them! She tells us to leave but she's allowed to run her mouth non stop?! Uh no Bitch don't work like that.... Get a fucking life & hop of Ronnie's IG page you hater!! ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"And for the record I have a family,fiance,& tons of friends unlike you so obvi people want me around ya dumbass Bitch. ",1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
@spartacusfan7125 im still waitin 4 ur ugly ass.......no wait I 4got u cant even afford airfare u need dat money 4 crack and men 2 rape u ,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Good fucking riddens...we've been trying to get rid of your stupid Ass for over 5 weeks now!! Peace out cunt ,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
@spartacusfan7125 go head and try 2 put ur hands on me bitch u have no way comin 2 jersey they wont even let u on da plane unless ur bitch ass not sneak all dat crack ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"Your a fucking pathetic loser..... No friends,no life,so ya gotta continue shit on here....pft what a ratchet ass trifflen cunt!! ",1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
The only stupid ass here is your baby daddy for letting you be a mother to a poor helpless child smh just die already so someone can show angelina what a real mother is like...I feel soo bad for her @spartacusfan7125 ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@spartacusfan7125 bitch yes u do im surprised ur daughter dont pop pills (or maybe she does) as a stress releaver cuz all u do is beat and abuse that poor little girl and im gonna do the same 2 u if u come 2 jersey beat ur ass u weak spineless motha fuckin whore who enjoys doing crack and gettin raped such a shame ,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@jacki898 same here wat a mother she is ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Obviously not me hunny!! Your the badass who is all ""im done with you weak Ass bitches!"" then not even an hour later your back starting your pathetic shit again......Damn how are you so oblivious?! Really now come on! ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
You've proven my point time and again...spending all your time on IG starting drama for the sake of drama..what a great role model you are for your kid...NOT gtfoh and why don't you practice what you preach and go be a good mom...but we all know that's not gonna happen you like wasting your time and being away from your kid just to be a hater on ig @spartacusfan7125 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@spartacusfan7125 ill see u in jersey BITCH dont worry @jacki898 and @chevelleb07 shell be in the hospital soon enough ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"And no u r not an ""amazing"" mother ur a terrible mother ur daughter doesnt like u or her baby daddy u probably dont even kno wat the word amazing is cuz u dont prove it u piece of shit ",1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@spartacusfan7125 me ger ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@spartacusfan7125 me get a life??? All u do is talk shit on instagram do drugs and get raped u fuckin syckopath ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Get it right dumbfuck I ain't bullying your kid just staing facts to her worthless mother which is you cause last I check your kid wasn't on IG it was her crack whore mother @spartacusfan7125 well if you can cal yourself a mother cause you really ain't ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@spartacusfan7125 atleast I hav a family u aint got nobody like I said ur daughter dont even like u u motha fuckin whore and yes u do drugs and get raped 4 money ,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Same threat different hour I can't wait for child services to save her from you...poor child she's better off in foster care then with you @spartacusfan7125 ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Wow took you a whole 3 hours for that comment lol your soo fucken lame lol @spartacusfan7125 ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
She's probably trying to make herself look good by spacing her comments out now Bahahaha too bad she proved herself of how pathetic she is the first week. ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Hater has no room to be talking.....ig stalking psychopathic obsessed wackadoodle ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
^ right lol I feel sorry for her oddly enough cause this is all she has in life smh ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I really still think she has some kinda beef with them or she's seriously this deranged.......either way she needs legit help from a doctor not a crack dealer ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Nope the only thing ugly here is your face bitch @spartacusfan7125 ,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
You been on here for 6 weeks straight bitch its obvious who has the amanda bynes problem lol and trust this will never be over I will keep coming after you and save every comment you post in hopes that child services finally helps angelina find a good home #saveangelina ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
#saveangelina #saveangelina #saveangelina #saveangelina ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wow what a racist cunt you kiss your fat kid with that mouth #saveangelina ,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Hahahahahahahahahahahaha wow @spartacusfan7125 , you are absolutely fucked in the head. I've been reading you're comments and YOU need help BADLY! You're not sexy, or hot, or pretty. You're a judgemental, rude, ignorant little girl! You probably live in you're parents basement and live off welfare, so before you go pointing you're fingers at everyone. Make sure YOURE hands are clean bitch! ",1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"I would rock you, and I mean ROCK you. Girls like you in my town who talk shit, get hit HARD! @spartacusfan7125 . You don't deserve you're child, one day she will find out what a retard her mother is. #! ",1.0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
#saveangelina ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@jacki898 , you're beautiful <3 doing listen to this trainwreck!! ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@joshmc89 I totally agree... these comments are hysterical... I can't believe people actually argue like this lol ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lmaoo you actually pretty good as Wolverine :p @realronniemagro ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@spartacusfan7125 wow omfg u really have no life at all! Ure pathetic n this shit is like almost a month old n ure still ranting on about it? Seriously..u clearly have nothing better to do that talk hate talk all day n why don't u just get a life. Lmafo ure pathetic to look at ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
