text,label_A,label_B,label_C
"@USER @USER Great Britain is great because we are all as one Scotland , England, Wales and Ireland .",NOT,,
@USER Blessings on blessings bruh🦍 Welcome to the winning team🦅,NOT,,
"@USER The best and only way to feel REAL HAPPINESS, pretty easy to gain so much!",NOT,,
Finally making it to the NAAMHC today 😬,NOT,,
is it weird that i usually have the same song on replay for the entire day,NOT,,
"Edward, and wronged by no distinction to his next day gave distinction in such feelings;--she only comfort, and build it",NOT,,
Strawberry Milk preview comin' in later today! 🍓🥛,NOT,,
"@USER Thanks Matt, hey where are the shorts and visor you promised the old coacher 😂😂😂",NOT,,
I finished watching Friends for the first time...what do I do with my life now?,NOT,,
@USER Hello Kieran there will not be any subtitles with the release on Sky Store however the DVD and Blu-ray should have them.  *DF,NOT,,
@USER Condolences bro May give you the strength to withstand this trying times 😥🙏🏾,NOT,,
Thank you President Trump for being the best American President in the history of the United States!,NOT,,
You don't have to oppose the government just to sound intellectual. You're not!,NOT,,
"Street, Mrs. Dashwood now go very naturally; for Mr. Willoughby was a better have been always doing to her to her, and Elinor",NOT,,
Don't focus too much on the negatives! Everything will get better!,NOT,,
Search:WWW!! Its soo good and she lovess pdx101 HAHA@masterseungwoo is this real?😂 and if it is what drama is this😭😂,NOT,,
"Then hey angery when I ask, “what site is this unit from,” “could you send photos?”",NOT,,
@USER Aye happy birthday to your mom. She is the luckiest person. And I am happy for her. 💜,NOT,,
Don't put me in a position where I gotta show you how cold my heart can get /:,NOT,,
@USER @USER Show me the data.,NOT,,
I can't wait for him to silence the crowd at Anfield lolCoutinho is set to join #AFC on loan as per L’Equipe’s @USER,NOT,,
@USER This is future fun Not present fun 😔,NOT,,
@USER @USER Bearmon is adorable. I want a teddy bear of him! &lt;3,NOT,,
"i love knocking on watermelons with purpose, acting like i have a clue of what i’m doing",NOT,,
I’m surrendering to the shift.,NOT,,
Everyone retweeting that video of inho dropping the cake is obligated to stan in2it,NOT,,
"@USER [TRANS]  ""Click*💜Bring The Soul""   *Efeito de som da câmera.  #MPN #BTS #ARMY #BoyWithLuv @USER",NOT,,
"@USER It was! I had just started it, checked what percentage I was at and it said 55%. 😐",NOT,,
@USER derby not interested in Ibe? Maybe going after Jacob Murphy instead?,NOT,,
@USER He was so instrumental in The Foxes title win 🤷‍♀️,NOT,,
@USER i feel like personal congratulations to you are in order for the usher hall gig...,NOT,,
"Good morning, everyone! Peace and love to you all!",NOT,,
bakugo: were you dropped as a baby or someshit?   todoroki: bold of you to assume i was ever held,NOT,,
@USER save the date 👉29/05/21👈 Gary please pretty please 🍾🍾🍾🍾🍾🍾,NOT,,
"@USER @USER @USER ah, yes, you definitely seem like a well-balanced person that understand the history of race in america",NOT,,
Need 2 decent PUs for tonight’s UK Com Cup. Don’t mind what roles. DM and rt please. Need people quickly.,NOT,,
44 [join] the baseball club 野球部に入る,NOT,,
@USER @USER @USER He said he was on but I couldn't get the link to work.  Where did you find it?,NOT,,
I’m trying to decide if I should order Lily’s or White roses again 🤔,NOT,,
Good for him. 👍Laurent Koscielny is leaving us to join Ligue 1 side Bordeaux,NOT,,
@USER Is that the new one? Oo,NOT,,
@USER It's the gamble of love. Love the way you want to be loved and if they don't love you like that they not for you,NOT,,
Person: *says something really sweet* Me: *reads it over and over for a month*,NOT,,
Alderweireld to Juventus on a free transfer next year. You heard it here first,NOT,,
@USER he better be the proudest person to be dating jihyo cause i would,NOT,,
@USER oooh junwoo finallyy 🎉 alright i need to find torrent 😩,NOT,,
@USER @USER @USER @USER Good enough for me 🤷,NOT,,
"@USER I was just thinking I need to read it again, too. I was too young and too deeply in the bubble to even begin to understand.",NOT,,
@USER @USER @USER @USER @USER Many a good night in the Inn of GH mate 🍺🍺🍺🍺,NOT,,
"“If Allah wants it for you, it will be yours” took this from someone’s header, you know who you are",NOT,,
@USER @USER @USER @USER I have that Liberal Tears sticker on one of my coffee mugs Love it!,NOT,,
"@USER Surely nobody would think that??  I think if everyone stays fit, we have a top ten squad at least. But there is the key!",NOT,,
The price of $twtr has just reached a value of 40.50. New alert range: 40 - 41,NOT,,
"@USER I miss you, don't forget to take care of yourself.✌🏻😊❤️♾✨",NOT,,
Whenever I see a clip of Lew from that unboxing channel doing his podcast it looks like he is there against his will.,NOT,,
I am going to the U.K next year for my Masters. I am speaking it into existence!,NOT,,
@USER @USER @USER @USER @USER @USER It was a cross,NOT,,
@USER How's it going this morning?,NOT,,
@USER @USER @USER @USER How did you find her Graham ? Did you promise BBC would be there?,NOT,,
"Hey Sachin sachu369(@USER), thank you for following me",NOT,,
@USER @USER I recently visited Canada too and it’s too rude to mention what they think of you and the #Brexiteers,NOT,,
@USER @USER If you think that was journalism last night WK I think you've lost it Buddy.,NOT,,
"@USER Yes. One of my major beefs. You can take the T past chestnut hill but you can’t take it to dot or Roslindale, HP.",NOT,,
"@USER @USER i always preferred Gone Baby Gone - Amy Ryan NAAAAILLS the accent.  ""this house smells like cawk""",NOT,,
my header is my favorite person in the world 😍,NOT,,
"It would be incredible business by Arsenal if they can get Coutinho, Tierney and Upemacano before the deadline.",NOT,,
@USER @USER With in 18 minutes it's rejected wow was it friend request on Facebook,NOT,,
@USER i love you and i miss you all so much🥺🥺🥺😭😭❤️❤️❤️,NOT,,
@USER This was really good!  I didn’t want the episode to end,NOT,,
@USER @USER You've got the causation wrong.  Go figure.,NOT,,
"been allocated 2 tickets for Match 19,Friday 19 June 2020, Glasgow, Group Dvs. Group D YAY 🥳 Need to pay £100 by the 18th - bollocks 😳",NOT,,
"“Actually, the best gift you could have given her was a lifetime of adventures.” – Lewis Carroll #traveltuesday",NOT,,
The best way to honor her is to keep writing the words. Keep telling the stories.,NOT,,
Last concert in Hong Kong in 2 days!,NOT,,
@USER [TRAD] Nós vimos Bring The Soul juntos  #MTVHottest BTS @USER,NOT,,
@USER @USER “infestation” last week and today it’s “healing”.  How does that work?,NOT,,
bossb aby hold me tenderly and tell me evveethyings gojna be alright,NOT,,
I have so much ambition and excitement for the future at the moment 🙏🏻,NOT,,
Ahhh back to work still reminiscing about how lit this weekend was,NOT,,
@USER @USER Currently got a 36 year old Busquets as my DM,NOT,,
You lot are really finding love and getting married ? Sensational,NOT,,
"@USER Out like the proverbial light! 🌸 But, boundaries Kevin. You are invading Scampi's privacy! 😉🤗❤",NOT,,
@USER Pats your back. It’s ok. You did your best to stand up for what you believe was right.,NOT,,
"@USER @USER No, what it means is that i am both genders",NOT,,
"I want Jamaica to take the environment &amp; climate change seriously, but you always have to use force to cause change with these people 😔",NOT,,
"@USER @USER @USER Thank you for listening, the hosts/anchors are now in charge of the show today. Enkosi.",NOT,,
@USER @6_LKOSCIELNY Sad to see him leave this way. But his time at Arsenal was over soon anyway. Best of luck!,NOT,,
@USER @USER Finally! Thank you for that news.,NOT,,
@USER @USER Pretty sure he was joking there,NOT,,
@USER @USER @USER In case Mazi needs help with his bags... 👐 👐,NOT,,
May can’t do everything for everybody but you can always do something for somebody,NOT,,
@USER @USER Potus   Thank all the senate for allowing the government to pay for my medical and dental...  thank you..,NOT,,
Polite is in there with the second team during this drill #Jets,NOT,,
My coworker in here listening to PONY 🤣,NOT,,
@USER @USER It's from my dad from the time he worked at @USER France with @USER,NOT,,
"Love (Gods love in us) does not insist on its own rights or its own way, for it is it self- seeking",NOT,,
@USER Weather as well as news keep it up Jayne saves me watching the BBC thanks,NOT,,
@USER @USER Yes mom  looking beautiful as always ❤️🖤,NOT,,
"Best movement for me in Parliament was when, Speaker Om Birla said to Shashi Tharoor: “There are many small parties like yours.”",NOT,,
First sentence was directly stolen from @USER  So credit where it is due.,NOT,,
2 hours 56 minutes for the match,NOT,,
you can intepret this in two ways,NOT,,
Choosing college course is hard coz it's passion over practicality,NOT,,
I did it wrong but I'm happy with the result,NOT,,
Can I really meet a counselor in this platform I really need someone to counsel me on my career,NOT,,
@USER @USER @USER Unemployment was low and the economy was good thanks to President Obama. ❤️,NOT,,
@USER Yes sir! Brilliant.... Way to go... Thank you...,NOT,,
@USER @USER 😂😂 Now I have to see it,NOT,,
Think I wanna dress it up and make it real for him today,NOT,,
@USER @USER imagine him and tucker going off next year lol,NOT,,
Waiting for love,NOT,,
How could you know someone went through so much and still put them through a lot?,NOT,,
Pikmin fact: Pikmin walk on the ground,NOT,,
@USER Is that it here?  WINE AND BEER,NOT,,
"Work in silence ,success makes the noise.",NOT,,
@USER He is always hiding or giving instructions for others to go for the ball,NOT,,
What an addition this is. Fantastic for the @USER as well!Derby County x @USER. ⚪⚫  #WR32,NOT,,
Nibblin' on sponge cake Watchin' the sun bake 🎶,NOT,,
In this house we stan all adaptions of mdzs and understand why some details had to be changed.,NOT,,
"Keumdong: Behind? Unfortunately, no one got it right. But the topic for today is communicating with 'Keumrangdan's!",NOT,,
@USER I wanted to hear this from you 🙏,NOT,,
"Good, Better, Best.. Never let it rest.. Til your good is better, and your better is best. 💯✊🏾",NOT,,
"As you fall asleep, i want you to know what a great person you are. Remember that i admire u, care for u and loving you as always 💖🙆🏻‍♀️",NOT,,
"And another thing, as long as you're confident in what you're wearing it doesn't matter what you're friends have on!",NOT,,
#NerKondaPaarvai is expected to open up to 25+ Cr in TN in opening day.  Blockbuster in cards.,NOT,,
"J&amp;K Reorganisation Bill passed in Lok Sabha with 370 votes in favour, poetic justice to the end of Article 370.",NOT,,
@USER So sorry to hear that :(,NOT,,
@USER There are plenty more dots to be watched over the next week or two :),NOT,,
i cant believe i have to wait another week for the next run episode,NOT,,
Just checked. Officially half way to my new car. On track for it near Christmas. Yaaas.,NOT,,
@USER UGH TASTE she was one of the first girls i fell in love with in deresute and i cant wait for her ssr one day!,NOT,,
@USER I feel twitter  is my refuge many times but it also helps when u interact with kind lot.,NOT,,
"I just wanna hold all the Black women and women aligned people on my tl close today. We love you Toni, thank you.",NOT,,
"The way my pride is set up, I will never admit that I miss you",NOT,,
"Sigh maa guh say it again, when you give love to yourself firsttttt literally everything is different 😊",NOT,,
"@USER @USER 💚 Still haven't been this year, hoping to come in the next couple of weeks.",NOT,,
short story for today ; i was chasing the bus to cp 🤦🏿‍♀️,NOT,,
@USER do you know of anywhere close to Henley on Thames that might have the game on tomorrow? Cheers,NOT,,
@USER @USER Our logic might tell us that but let's leave that to the civil engineer experts,NOT,,
